sample_52,0.045,informieren morgen,und morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_52_45ms.wav
sample_53,0.075,region freundlich,im übrigen land recht freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_53_75ms.wav
sample_53,0.397,nordwest sonne,im nordwesten zeigt sich die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_53_397ms.wav
sample_54,0.046,schauer stark,hier und da gibt es schauer schauer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_54_46ms.wav
sample_55,0.078,west gewitter,und gewitter sind es gewitter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_55_78ms.wav
sample_61,0.054,morgen tief,und morgen morgen morgen morgen wolken eines tiefs,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_61_53ms.wav
sample_64,0.039,wechselhaft auch,auch wechselhaft auch auch,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_64_38ms.wav
sample_65,0.101,nacht locker,die nacht ist es heute nacht verbreitet klar,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_65_100ms.wav
sample_70,0.045,nacht kuehl,und es wird es sehr kühl,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_70_44ms.wav
sample_72,0.062,tief kommen,das tief über dem nordmeer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_72_61ms.wav
sample_73,0.090,wechselhaft sonne,die sonne sonne und auch sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_73_89ms.wav
sample_74,0.077,dann sonne,die sonne zeigt sich auch mal die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_74_76ms.wav
sample_79,0.075,schwach kueste,der wind weht schwach an den küsten auch an den küsten,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_79_75ms.wav
sample_81,0.083,schwach nord,der wind weht schwach bis mäßig im norden aus ost,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_81_82ms.wav
sample_83,0.067,sonne wolke,sonne und wolken wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_83_67ms.wav
sample_84,0.067,schwach zeigen-bildschirm,der wind weht schwach bis mäßig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_84_66ms.wav
sample_90,0.052,wetter informieren,und das wetter ändert sich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_90_51ms.wav
sample_90,0.354,morgen dienstag,und nun die wettervorhersage für morgen dienstag den den fünfzehnten märz,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_90_353ms.wav
sample_91,0.056,nur neun,nur heute nacht nur neun,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_91_55ms.wav
sample_93,0.084,ix west,im westen und westen westen westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_93_83ms.wav
sample_95,0.039,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_95_38ms.wav
sample_99,0.037,bisschen wolke,nur wolken wolken wolken wolken wolken wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_99_36ms.wav
sample_99,0.336,verschwinden sonne,die sonne zeigt sich die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_99_335ms.wav
sample_100,0.072,bis drei,bis bis drei bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_100_72ms.wav
sample_100,0.343,zwanzig bis,bis bis bis bis zwanzig bis zwanzig bis zweiundzwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_100_343ms.wav
sample_100,0.719,neun zwanzig,und zwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_100_718ms.wav
sample_102,0.063,bisschen schnee,schnee schnee schnee schnee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_102_63ms.wav
sample_102,0.344,plus grad,im nordosten sind bis plus drei grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_102_343ms.wav
sample_103,0.032,weiter ix,es wird es auch in den nächsten tagen in den nächsten tagen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_103_32ms.wav
sample_106,0.037,lieb zuschauer,liebe zuschauer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_106_37ms.wav
sample_108,0.070,samstag sonntag,und am wochenende am sonntag am am am am sonntag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_108_69ms.wav
sample_109,0.069,kommen nord,die zieht zieht von norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_109_68ms.wav
sample_110,0.044,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_110_44ms.wav
sample_114,0.084,region kommen,von westen zieht sich von westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_114_84ms.wav
sample_114,0.372,bis region,bis bis bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_114_371ms.wav
sample_116,0.054,heute wetter,das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_116_53ms.wav
sample_117,0.056,sued region,im süden süden süden süden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_117_56ms.wav
sample_118,0.062,bis vier,bis bis bis bis bis bis bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_118_61ms.wav
sample_118,0.340,zwanzig grad,an der nordsee bis zwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_118_340ms.wav
sample_119,0.057,sonne wolke,die sonne und wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_119_57ms.wav
sample_119,0.340,sued regen,im süden regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_119_340ms.wav
sample_120,0.085,stark regen,es ist es zum teil kräftig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_120_85ms.wav
sample_123,0.087,wehen region,im süden weht der wind schwach bis mäßig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_123_86ms.wav
sample_124,0.046,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_124_45ms.wav
sample_124,0.349,morgen mittwoch,und mittwoch mittwoch mittwoch mittwoch mittwoch mittwoch mittwoch mittwoch mittwoch,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_124_349ms.wav
sample_125,0.101,auch ix,dabei auch auch auch in den nächsten tagen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_125_101ms.wav
sample_127,0.064,ost gewitter,und im osten und osten und gewitter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_127_63ms.wav
sample_128,0.065,woche kalt,und es wird es dann in den nächsten tagen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_128_65ms.wav
sample_131,0.102,land region,in der eifel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_131_102ms.wav
sample_131,0.354,tief bisschen,ein tief über dem nordmeer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_131_354ms.wav
sample_134,0.043,schwach maessig,schwacher bis mäßiger wind aus unterschiedlichen richtungen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_134_43ms.wav
sample_141,0.053,sonne spaeter,die sonne zeigt sich die sonne zeigt sich auch die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_141_53ms.wav
sample_142,0.074,nacht regen,in der nacht regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_142_74ms.wav
sample_145,0.064,wetter morgen,und nun die wettervorhersage für morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_145_63ms.wav
sample_146,0.078,verschwinden sonne,die sonne zeigt sich die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_146_77ms.wav
sample_150,0.057,nebel sonne,die sonne sonne zeigt sich nebel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_150_57ms.wav
sample_153,0.051,viel sonne,viel viel sonnenschein,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_153_50ms.wav
sample_156,0.065,region regen,im übrigen land regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_156_64ms.wav
sample_157,0.089,schwach wehen,schwacher bis mäßiger wind aus ost bis nordwest,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_157_88ms.wav
sample_157,0.469,region unterschied,im übrigen land,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_157_468ms.wav
sample_168,0.035,moeglich regen,im westen kann es noch etwas regnen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_168_34ms.wav
sample_170,0.051,teil klar,teils klart es teilweise klar,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_170_50ms.wav
sample_171,0.148,nacht sonst,und in der nacht ist es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_171_148ms.wav
sample_174,0.063,region bisschen,sonst ist es meist sonnig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_174_62ms.wav
sample_175,0.061,west ost,und im westen und westen westen und westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_175_60ms.wav
sample_177,0.018,schoen abend,ihnen wünsche ihnen noch einen schönen abend und machen sie es gut,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_177_17ms.wav
sample_179,0.062,viel sonne,viel viel sonnenschein,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_179_61ms.wav
sample_180,0.066,sechszehn maximal,es sind bis sechzehn grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_180_66ms.wav
sample_186,0.056,nacht kommen,die nacht nacht von westen von westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_186_56ms.wav
sample_191,0.049,wetter morgen,und nun die wettervorhersage für morgen morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_191_49ms.wav
sample_193,0.095,verschwinden dann,und es wird dann auch am am dann wieder auf,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_193_94ms.wav
sample_195,0.075,nur kommen,nur nur nur,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_195_75ms.wav
sample_199,0.095,bis sonne,die sonne bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_199_94ms.wav
sample_203,0.054,wolke teilweise,sonst gibt wolken wolken wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_203_53ms.wav
sample_207,0.110,besonders freundlich,am freundlichsten ist es recht freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_207_110ms.wav
sample_207,0.402,samstag nur,am samstag samstag samstag samstag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_207_401ms.wav
sample_214,0.081,sonne im-verlauf,die temperaturen die sonne temperaturen bis zu erwarten,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_214_80ms.wav
sample_219,0.075,wetter morgen,und nun die wettervorhersage für morgen morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_219_74ms.wav
sample_219,0.428,dienstag zwanzig,am dienstag dienstag und dienstag achtundzwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_219_428ms.wav
sample_220,0.057,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_220_56ms.wav
sample_225,0.087,nord regen,im norden regen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_225_86ms.wav
sample_230,0.067,kommen deutsch,die luft zu uns,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_230_67ms.wav
sample_234,0.099,tief kommen,das tief über dem nordmeer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_234_99ms.wav
sample_234,0.395,land region,in der eifel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_234_395ms.wav
sample_240,0.054,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_240_54ms.wav
sample_241,0.106,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_241_105ms.wav
sample_243,0.042,in-kommend freundlich,der wind ist es freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_243_41ms.wav
sample_246,0.096,wolke suedwest,die wolken wolken wolken und wolken im westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_246_95ms.wav
sample_247,0.103,frisch sturm,an der see sturmböen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_247_102ms.wav
sample_247,0.368,meer sturm,im bergland und sturmböen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_247_368ms.wav
sample_248,0.113,nord sturm,an der nordsee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_248_112ms.wav
sample_249,0.059,wetter morgen,und nun die wettervorhersage für morgen morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_249_58ms.wav
sample_252,0.113,sturm koennen,örtlich sind sturmböen möglich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_252_113ms.wav
sample_253,0.074,nord bisschen,im norden norden noch ein bisschen norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_253_74ms.wav
sample_254,0.060,hauptsaechlich sachsen,und in den alpen gibt es vor allem in den mittelgebirgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_254_59ms.wav
sample_255,0.072,region sonne,ansonsten scheint verbreitet die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_255_72ms.wav
sample_257,0.041,wie-aussehen wetter,das wetter ändert sich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_257_40ms.wav
sample_257,0.294,morgen freitag,und freitag freitag freitag freitag freitag freitag freitag freitag freitag freitag freitag freitag freitag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_257_294ms.wav
sample_258,0.086,nord wehen,im norden norden frischer wind aus,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_258_86ms.wav
sample_259,0.084,sued wechselhaft,im süden süden süden süden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_259_84ms.wav
sample_260,0.070,kalt regen,es wird es auch wieder etwas,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_260_69ms.wav
sample_261,0.077,sonne temperatur,die sonne temperaturen temperaturen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_261_76ms.wav
sample_262,0.096,nacht mitte,und in der nacht in der mitte in der mitte,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_262_96ms.wav
sample_262,0.376,dann region,und am dann ist es im westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_262_375ms.wav
sample_265,0.086,region bis,im norden bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_265_85ms.wav
sample_265,0.423,nach mittag,und nachmittag nachmittag nachmittag nachmittag nachmittag nachmittag nachmittag nachmittag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_265_423ms.wav
sample_266,0.048,regen sonst,sonst regnet es auch noch,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_266_47ms.wav
sample_269,0.067,region mehr,im nordosten ist es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_269_66ms.wav
sample_270,0.071,nacht viel,die nacht nacht verbreitet die nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_270_70ms.wav
sample_273,0.077,maximal achtzehn,der wind achtzehn achtzehn achtzehn achtzehn,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_273_77ms.wav
sample_275,0.108,morgen sonne,und morgen scheint morgen scheint häufig die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_275_108ms.wav
sample_277,0.106,wind nord,der wind wind norden norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_277_105ms.wav
sample_278,0.067,bisschen regen,nur ein paar tropfen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_278_66ms.wav
sample_280,0.047,achtzehn grad,im der see achtzehn grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_280_46ms.wav
sample_281,0.059,wetter morgen,und nun die wettervorhersage für morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_281_59ms.wav
sample_285,0.072,kommen tief,die tief über england zieht ein tief,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_285_72ms.wav
sample_287,0.090,sonne fuenf,die temperaturen die sonne bis zu zwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_287_89ms.wav
sample_288,0.047,wie-aussehen morgen,und morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_288_47ms.wav
sample_289,0.050,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_289_50ms.wav
sample_290,0.066,viel ruhig,sonst bleibt es herbstwetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_290_65ms.wav
sample_290,0.352,hoch nebel,hier und da bildet sich nebel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_290_351ms.wav
sample_306,0.062,kommen maessig,von der wind aus west bis nordwest,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_306_62ms.wav
sample_308,0.078,sonne wolke,die sonne und wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_308_78ms.wav
sample_310,0.077,region morgen,am tag morgen morgen morgen morgen morgen morgen morgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_310_77ms.wav
sample_310,0.391,kommen sonne,die sonne zeigt sich die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_310_390ms.wav
sample_311,0.063,dreizehn vier,am tag heute nacht sechs grad im der spree,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_311_63ms.wav
sample_312,0.028,bleiben trocken,dabei bleibt es trocken trocken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_312_27ms.wav
sample_317,0.056,ost bisschen,im osten und osten noch noch noch,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_317_55ms.wav
sample_318,0.066,ost wolke,im osten und osten und wolken wolken und osten,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_318_65ms.wav
sample_324,0.065,wetter september,und nun die wettervorhersage für morgen montag den siebten juli,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_324_65ms.wav
sample_325,0.058,auch mitte,auch in in mitte und in mitte mitte auch in mitte,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_325_57ms.wav
sample_328,0.075,regen sued,vor allem im süden regnet es im süden süden süden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_328_75ms.wav
sample_330,0.051,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_330_51ms.wav
sample_332,0.056,bis grad,bis bis bis bis zu bis zu,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_332_56ms.wav
sample_343,0.031,wahrscheinlich nebel,hier und da bildet sich nebel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_343_31ms.wav
sample_346,0.101,sued region,im süden süden süden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_346_100ms.wav
sample_346,0.379,gewitter himmel,örtlich sind auch gewitter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_346_379ms.wav
sample_351,0.061,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_351_61ms.wav
sample_351,0.273,dienstag samstag,und samstag und samstag samstag am samstag samstag am samstag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_351_273ms.wav
sample_353,0.051,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_353_50ms.wav
sample_356,0.060,wetter morgen,und nun die wettervorhersage für morgen morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_356_59ms.wav
sample_357,0.074,sued freitag,im süden süden süden noch noch,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_357_74ms.wav
sample_358,0.074,wie-immer mehr,und das wird es dann wieder wieder milder,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_358_73ms.wav
sample_359,0.086,nacht plus,und der nacht nacht nacht bis bis plus,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_359_85ms.wav
sample_359,0.346,fluss eins,am oberrhein und ein grad am oberrhein und nur ein grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_359_346ms.wav
sample_360,0.067,sued freundlich,im süden ist es recht freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_360_67ms.wav
sample_365,0.061,wind nord,der wind norden norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_365_61ms.wav
sample_370,0.031,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_370_31ms.wav
sample_374,0.047,kommen bisschen,die luft zu uns ein bisschen ein paar tropfen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_374_47ms.wav
sample_379,0.019,schoen abend,ihnen wünsche ihnen noch einen schönen abend und machen sie es gut,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_379_19ms.wav
sample_380,0.049,frisch wolke,der nordsee gibt es stark bewölkt,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_380_49ms.wav
sample_382,0.070,temperatur land,und die temperaturen temperaturen temperaturen temperaturen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_382_70ms.wav
sample_382,0.395,fluss maximal,an der spree bis bis grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_382_394ms.wav
sample_384,0.081,sonne regen,und da gibt es etwas regen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_384_81ms.wav
sample_391,0.068,wie-aussehen morgen,und morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_391_68ms.wav
sample_392,0.077,grad auch,aber auch in den nächsten tagen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_392_77ms.wav
sample_395,0.071,bis grad,bis bis bis bis zu bis zu,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_395_70ms.wav
sample_397,0.101,bisschen schnee,schnee schnee schnee schnee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_397_101ms.wav
sample_401,0.071,nacht nord,die nacht nacht in der nacht in der nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_401_70ms.wav
sample_404,0.052,nacht nord,die nacht nacht in der nacht in der nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_404_52ms.wav
